index,value
101,1.3236946026568686
102,1.1983519432862724
103,-0.9488185437300879
104,1.9097863778307547
105,-0.5570358900921065
106,0.1105573520229737
107,-0.40321859650792125
108,-0.11886254473313967
109,0.2217231555162028
110,0.16883699886611064
111,0.015105019307203427
112,0.145571084871501
113,-0.4672609076837169
114,-0.5215274218049997
115,-1.7335181707119167
116,-0.46573514353735024
117,-0.5302536643567302
118,2.825244394749924
119,-1.2319127995362986
120,0.10558090699282102
121,-1.5230637831755518
122,-1.5908888551060048
123,0.0721715790069059
124,-1.0056097533843242
125,-0.0269627205569404
126,-0.41726482423995215
127,-0.6330796425102693
128,-2.119757625625327
129,-1.3678765262610217
130,0.14205695595169993
131,0.6329671903101632
132,-0.4474882140941859
133,0.0065548708151533346
134,1.2055554639921349
135,1.6045523763223821
136,-1.0239878313625501
137,-0.1486940100303054
138,1.2789250840926014
139,-0.3867870169438185
140,-0.04490955016889458
141,-0.06073624426978574
142,-0.8992606349875645
143,-0.4837346074573487
144,-0.02632906820687743
145,-0.402191650837241
146,1.1725203327720946
147,-0.4045713718272371
148,-0.4437398152524787
149,0.734911432051462
150,-1.0305651835625864
151,-0.06899796321174867
152,-1.593456913761502
153,1.1613881624782032
154,-0.18852611619258833
155,-0.46776424622050766
156,-1.2886110743134052
157,-0.049165693686776014
158,-0.8072783018382924
159,-0.5713386945891173
160,1.3450889490079834
161,-0.07560893281880313
162,-1.0924864126920302
163,0.1405798818519233
164,-0.3393267889741984
165,0.629157727152433
166,1.5642038371101916
167,-0.9171499265322464
168,0.4550443768954117
169,0.1462210639072353
170,0.9758999014178781
171,-0.153169748397579
172,0.8973789508925155
173,-1.7410493849225503
174,1.6988297968048898
175,1.0314870345618032
176,-0.06747173938975234
177,-1.4862203746213272
178,0.6197097844150068
179,0.57174144862535
180,0.057458590593587766
181,0.19329980212761827
182,-0.5676755845007984
183,0.38509290182256745
184,0.36145912983420136
185,-0.23960752273707933
186,-1.3781068141015196
187,0.6861583107887449
188,0.6496941492524027
189,-0.805420876490331
190,-1.680062111170681
191,0.1509976048336198
192,-0.3202935084353584
193,0.2776539596348963
194,-1.304735051934414
195,-1.0442838664208516
196,1.1073734601665706
197,0.5163146025437619
198,0.6738373956068457
199,1.96675608475342
200,0.2775683215447179
