index,value
101,-1.405058719013227
102,0.4710552955019447
103,-0.006375500203810003
104,1.0300567860612562
105,0.20734366870386733
106,0.3665020285618039
107,0.556545323221521
108,-2.109848847983773
109,1.402321862596235
110,1.2411994069917625
111,0.8436624543892193
112,-0.14203864184804238
113,0.016435984143140847
114,0.08933065656044745
115,2.053800680899212
116,-0.43677094288983076
117,0.6083844792129143
118,-1.3066413494099773
119,2.0135696734785173
120,0.3071121989734287
121,0.838750436334826
122,-0.1033613652393931
123,0.7796889152829732
124,1.321301533124844
125,0.5474604834835991
126,-0.369796936826184
127,-0.4602589207242304
128,-0.9904898267091933
129,0.5992339177354002
130,-0.47787042973991123
131,-0.21945318788973067
132,1.0606309047295928
133,1.2007652898064425
134,0.35243431977556383
135,0.2595362988231713
136,-0.245499004447589
137,1.4497377883896903
138,-1.3374716900894836
139,-0.9976627941779385
140,0.4252856928805723
141,0.43824907261483903
142,0.6846976750316537
143,-0.649871870635769
144,1.2024556847107948
145,-1.0780800070787278
146,-0.033064349743781696
147,1.443165656662057
148,1.817423812910002
149,0.14416674911086136
150,1.0153710004461713
151,-0.7431343306858906
152,1.189775073280839
153,0.3031684171857
154,1.658631051638821
155,0.17481364909084585
156,-1.4878265394285062
157,-0.5408901490957216
158,0.64940857907657
159,0.35042758850636085
160,-0.8423472235257778
161,0.531559759544743
162,1.1406214992053065
163,2.199874514226495
164,-0.17160702688912632
165,-0.061803760970470745
166,0.03714214158464421
167,0.7410881071408612
168,0.7369650900308505
169,-0.35255719198784663
170,0.38048767090025293
171,0.6659694616711886
172,-0.4983152999344169
173,0.19753275512335977
174,-0.5344381363656738
175,-0.9778727115031889
176,-0.8757517953403016
177,2.22294981878131
178,1.2671401209454947
179,0.4088817070674041
180,0.08503994902869882
181,2.0146542869977484
182,1.2018985920185536
183,1.8056128674334468
184,1.4066666752620303
185,0.8711872626327908
186,0.48720127344853553
187,-0.04723136487064733
188,1.355582586028949
189,1.5194137514492838
190,0.02517607751580786
191,0.20195223179939664
192,-0.6444729953390369
193,-0.13891570488782246
194,0.8575043231360605
195,0.8427035950978288
196,2.114398240770878
197,0.9426401139440972
198,0.6458706488640008
199,0.886522837326586
200,-0.42243302777254665
