index,value
101,1.3118390695615512
102,1.1903698774684461
103,-0.9905901867189881
104,1.9010971702821515
105,-0.5228197439720148
106,0.03186198786036965
107,-0.3464727592060065
108,-0.1520931892666914
109,0.2529759204964951
110,0.15791361921470115
111,0.014053121531554365
112,0.1416559492543363
113,-0.46753559691896346
114,-0.5286167278894904
115,-1.7231193506724118
116,-0.45755346835202165
117,-0.4811782174385291
118,2.8282619806772673
119,-1.2196219022309018
120,0.00806263342352382
121,-1.4402052208897638
122,-1.6451622925703966
123,0.14840045876698355
124,-0.9978004447637945
125,-0.033933311612518495
126,-0.3829932513198515
127,-0.6527957906029436
128,-2.1064067724392825
129,-1.3621680993396692
130,0.20728387043239854
131,0.6469954333552801
132,-0.46056298141221935
133,-0.007177406976471339
134,1.2329741279320472
135,1.5990969767959513
136,-1.063276400683865
137,-0.1814884226403803
138,1.3349041581175534
139,-0.41118603650662416
140,-0.07384359632191681
141,-0.033484195935297854
142,-0.9157690018844938
143,-0.4760280360444687
144,-0.0015300394961618655
145,-0.4009392523221513
146,1.178210283959377
147,-0.3952060497412217
148,-0.48843662655300973
149,0.7742373186633944
150,-1.0403915034069298
151,-0.0885014741173124
152,-1.557528315833671
153,1.1496792213927078
154,-0.13086026622243602
155,-0.5367900229730985
156,-1.2533212169796515
157,-0.05315282723694419
158,-0.7672711376070034
159,-0.5933001414190158
160,1.3885087885690062
161,-0.07843966488912929
162,-1.1392831627251085
163,0.16706739422779443
164,-0.3188982533459362
165,0.6171387488684748
166,1.589446469866612
167,-0.9531273189895227
168,0.4247798585525918
169,0.19261547504662646
170,0.9424665344390687
171,-0.14040125435460793
172,0.8637850449432125
173,-1.7260882443377974
174,1.6691415607684752
175,1.1092912002933224
176,-0.16126926772862854
177,-1.478151875243017
178,0.6197632272202073
179,0.6230695337275365
180,0.012211444042277204
181,0.19930727733521247
182,-0.574833054791577
183,0.38417825770884134
184,0.3825136507468157
185,-0.26335131538859924
186,-1.3839748455835779
187,0.6992972383462791
188,0.6912546818919482
189,-0.8518021359014354
190,-1.6854914283103697
191,0.17938004133369917
192,-0.2818084296849726
193,0.2544089771361996
194,-1.2881355054728885
195,-1.067404917147553
196,1.1659162429772436
197,0.5235668967970883
198,0.6383185621095766
199,1.9784037005182327
200,0.25306150800346355
