index,value
101,1.3239127133817743
102,1.1977465802850447
103,-0.9516912833958281
104,1.9047843424137418
105,-0.5516987635418371
106,0.10373602508201817
107,-0.40122092093734496
108,-0.11963672421714791
109,0.22293914797522263
110,0.16951721274553597
111,0.014618993109890514
112,0.1450778631997146
113,-0.46708625786519353
114,-0.5224774545087584
115,-1.73249803140263
116,-0.46596073632769075
117,-0.5250767580325449
118,2.8261190559308416
119,-1.2268735416975716
120,0.09500381395278229
121,-1.518839957013553
122,-1.5928855853509938
123,0.07535826534709583
124,-1.0002688648817897
125,-0.028303447623427742
126,-0.41396190768064633
127,-0.6334069153104701
128,-2.1190169886881733
129,-1.3681544760181166
130,0.14744167086636195
131,0.6376141865536822
132,-0.447170433235771
133,0.004023653867909184
134,1.2070310428538673
135,1.605908023642304
136,-1.026008714882465
137,-0.1550471112984273
138,1.28210009985684
139,-0.38478439412967336
140,-0.049475379303030614
141,-0.05948113381636237
142,-0.8991139787391889
143,-0.4845073939623916
144,-0.023906464090061696
145,-0.40058950767773105
146,1.1721565390360857
147,-0.4018636666156232
148,-0.44796773844122617
149,0.7357455347782312
150,-1.0282046801223559
151,-0.07252625071738396
152,-1.5900870596910832
153,1.159801157462772
154,-0.18195436757940228
155,-0.4717080758916835
156,-1.2884507209534946
157,-0.04906955584714058
158,-0.8030671644828842
159,-0.5720414748266381
160,1.3470722640145831
161,-0.07216191676477586
162,-1.0968819749951406
163,0.1396166799943786
164,-0.3355512859543346
165,0.6283373532329071
166,1.5660287469090608
167,-0.9173412364835105
168,0.4489277118757391
169,0.14977084624334727
170,0.9745999804423592
171,-0.1524817089857252
172,0.894041081353473
173,-1.7394298246494913
174,1.693908650167067
175,1.0391196787045904
176,-0.07178334270965471
177,-1.4895731619825452
178,0.6182559744753051
179,0.5773222987737541
180,0.05613495927675563
181,0.19154038108243499
182,-0.5675815185654727
183,0.3838464804912385
184,0.36378361530829295
185,-0.24039843656406704
186,-1.3794756170819764
187,0.6853873437717145
188,0.6549963744632935
189,-0.8068472282428476
190,-1.6830089757801363
191,0.15174085770309378
192,-0.314591414795494
193,0.2768314638052477
194,-1.303292102264862
195,-1.0466073916604777
196,1.1104440844033983
197,0.5210143418348295
198,0.6708431640083408
199,1.9658315880576285
200,0.2776576237835169
